N,expected_E,expected_M
231,-1.18707,0.0398805
232,-1.1871,0.03995
233,-1.18715,0.0400558
234,-1.18719,0.0401752
235,-1.18738,0.0403311
236,-1.18756,0.0405271
237,-1.18786,0.0406928
238,-1.18808,0.0408151
239,-1.18829,0.0408854
240,-1.18833,0.0410042
241,-1.18839,0.041117
242,-1.18849,0.0412521
243,-1.18842,0.0414354
244,-1.1884,0.0415918
245,-1.18854,0.0417339
246,-1.18865,0.0418439
247,-1.18882,0.0418964
248,-1.18898,0.0419798
249,-1.18919,0.0420273
250,-1.18936,0.0421016
251,-1.18949,0.0421777
252,-1.18959,0.0423024
253,-1.18973,0.0424166
254,-1.18989,0.0425394
255,-1.19003,0.0426463
256,-1.19025,0.0427711
257,-1.19047,0.0429362
258,-1.19063,0.0430969
259,-1.1908,0.0432842
260,-1.19092,0.0434585
261,-1.19105,0.0437172
262,-1.19108,0.0440084
263,-1.19113,0.0443521
264,-1.19116,0.0446492
265,-1.19119,0.0448589
266,-1.19115,0.0450414
267,-1.1911,0.045215
268,-1.19112,0.0453216
269,-1.19112,0.0453822
270,-1.19114,0.0455037
271,-1.19109,0.0456044
272,-1.19106,0.0457272
273,-1.19092,0.045885
274,-1.19075,0.0460146
275,-1.19067,0.0461629
276,-1.19053,0.046279
277,-1.19047,0.0464419
278,-1.19049,0.0465784
279,-1.19051,0.0468036
280,-1.1905,0.0470314
281,-1.19053,0.0472897
282,-1.19068,0.0475241
283,-1.19076,0.0476763
284,-1.19078,0.0478803
285,-1.19074,0.04808
286,-1.19076,0.0482175
287,-1.1907,0.04837
288,-1.19069,0.0485007
289,-1.1908,0.0486194
290,-1.19086,0.0487145
291,-1.19092,0.048756
292,-1.19104,0.0488199
293,-1.19108,0.0489133
294,-1.19114,0.048968
295,-1.19116,0.0489959
296,-1.19116,0.0490892
297,-1.19108,0.049169
298,-1.19101,0.0493054
299,-1.19095,0.0493926
300,-1.19082,0.049474
301,-1.1907,0.049499
302,-1.19061,0.049543
303,-1.19049,0.0496
304,-1.19038,0.049625
305,-1.19029,0.0496793
306,-1.19015,0.0497248
307,-1.19008,0.0497896
308,-1.19002,0.0498032
309,-1.19,0.0497385
310,-1.1899,0.0496626
311,-1.18978,0.0496444
312,-1.18977,0.0496551
313,-1.18979,0.0496249
314,-1.18982,0.0495669
315,-1.18987,0.049466
316,-1.18991,0.0493728
317,-1.18993,0.0492549
318,-1.18993,0.0491566
319,-1.18997,0.0490897
320,-1.18995,0.0490188
321,-1.19005,0.0489639
322,-1.19009,0.0489416
323,-1.19017,0.0488235
324,-1.19022,0.0487006
325,-1.19032,0.0485834
326,-1.19027,0.0484656
327,-1.19017,0.0483657
328,-1.19006,0.0482512
329,-1.18994,0.0481094
330,-1.18981,0.0480485
331,-1.18976,0.047965
332,-1.1897,0.0478705
333,-1.18967,0.0477502
334,-1.18972,0.0476509
335,-1.1897,0.0475713
336,-1.18965,0.0474696
337,-1.18957,0.0473448
338,-1.18946,0.0472379
339,-1.18938,0.0470997
340,-1.1893,0.0469688
341,-1.18919,0.0468921
342,-1.18903,0.0468468
343,-1.18888,0.0468029
344,-1.18876,0.0467442
345,-1.18863,0.04668
346,-1.18855,0.0465942
347,-1.18843,0.0465256
348,-1.18837,0.0464534
349,-1.18824,0.0464361
