N,expected_E,expected_M
517,-1.99702,0.999238
518,-1.99702,0.999239
519,-1.99703,0.99924
520,-1.99702,0.999239
521,-1.99702,0.999238
522,-1.99702,0.999239
523,-1.99703,0.999241
524,-1.99703,0.999242
525,-1.99704,0.999243
526,-1.99704,0.999243
527,-1.99704,0.999244
528,-1.99704,0.999243
529,-1.99704,0.999243
530,-1.99703,0.999242
531,-1.99703,0.999241
532,-1.99704,0.999242
533,-1.99704,0.999243
534,-1.99703,0.999242
535,-1.99703,0.99924
536,-1.99702,0.999239
537,-1.99702,0.99924
538,-1.99703,0.999241
539,-1.99703,0.99924
540,-1.99703,0.999241
541,-1.99702,0.99924
542,-1.99702,0.999239
543,-1.99702,0.999239
544,-1.99702,0.999239
545,-1.99703,0.99924
546,-1.99703,0.999242
547,-1.99704,0.999243
548,-1.99704,0.999244
549,-1.99704,0.999244
550,-1.99704,0.999244
551,-1.99704,0.999243
552,-1.99703,0.999242
553,-1.99703,0.999242
554,-1.99703,0.999242
555,-1.99703,0.999242
556,-1.99703,0.999242
557,-1.99703,0.999242
558,-1.99703,0.999241
559,-1.99702,0.99924
560,-1.99702,0.999239
561,-1.99702,0.999238
562,-1.99702,0.999238
563,-1.99701,0.999237
564,-1.99701,0.999237
565,-1.997,0.999235
566,-1.997,0.999234
567,-1.997,0.999235
568,-1.997,0.999235
569,-1.997,0.999235
570,-1.997,0.999234
571,-1.997,0.999233
572,-1.997,0.999233
573,-1.997,0.999233
574,-1.99699,0.999232
575,-1.99699,0.999232
576,-1.99699,0.999232
577,-1.99699,0.999232
578,-1.99699,0.999232
579,-1.99699,0.999232
580,-1.997,0.999233
581,-1.997,0.999234
582,-1.997,0.999235
583,-1.99701,0.999235
584,-1.99701,0.999236
585,-1.99701,0.999236
586,-1.997,0.999235
587,-1.997,0.999234
588,-1.997,0.999234
589,-1.997,0.999235
590,-1.997,0.999235
591,-1.997,0.999235
592,-1.997,0.999235
593,-1.997,0.999235
594,-1.99701,0.999236
595,-1.99701,0.999236
596,-1.99701,0.999236
597,-1.99701,0.999237
598,-1.99701,0.999237
599,-1.99701,0.999237
600,-1.99701,0.999238
601,-1.99702,0.999239
602,-1.99702,0.99924
603,-1.99702,0.99924
604,-1.99703,0.999242
605,-1.99703,0.999243
606,-1.99704,0.999243
607,-1.99704,0.999243
608,-1.99704,0.999244
609,-1.99704,0.999244
610,-1.99704,0.999244
611,-1.99704,0.999245
612,-1.99704,0.999245
613,-1.99705,0.999246
614,-1.99705,0.999246
615,-1.99705,0.999247
616,-1.99705,0.999247
617,-1.99705,0.999247
618,-1.99705,0.999247
619,-1.99705,0.999246
620,-1.99705,0.999246
621,-1.99705,0.999246
622,-1.99704,0.999245
623,-1.99704,0.999245
624,-1.99703,0.999242
625,-1.99702,0.99924
626,-1.99702,0.999238
627,-1.99701,0.999236
628,-1.997,0.999235
629,-1.997,0.999234
630,-1.997,0.999234
631,-1.997,0.999234
632,-1.997,0.999235
633,-1.99701,0.999235
634,-1.997,0.999234
635,-1.997,0.999235
636,-1.99701,0.999236
637,-1.99701,0.999236
638,-1.99701,0.999236
639,-1.99701,0.999236
640,-1.99701,0.999237
641,-1.99701,0.999237
642,-1.99701,0.999238
643,-1.99701,0.999238
644,-1.99702,0.999238
645,-1.99702,0.999238
646,-1.99701,0.999238
647,-1.99701,0.999238
648,-1.99701,0.999237
649,-1.99701,0.999237
650,-1.99701,0.999237
651,-1.99701,0.999236
652,-1.99701,0.999236
653,-1.99701,0.999236
654,-1.99701,0.999236
655,-1.99701,0.999237
656,-1.99701,0.999237
657,-1.99702,0.999238
658,-1.99702,0.999239
659,-1.99702,0.999239
660,-1.99702,0.999238
661,-1.99702,0.999239
662,-1.99702,0.99924
663,-1.99702,0.99924
664,-1.99702,0.99924
665,-1.99702,0.999241
666,-1.99702,0.99924
667,-1.99702,0.99924
668,-1.99702,0.99924
669,-1.99702,0.999239
670,-1.99702,0.999239
671,-1.99702,0.999238
672,-1.99701,0.999238
673,-1.99701,0.999237
674,-1.99702,0.999238
675,-1.99702,0.999238
676,-1.99702,0.999238
677,-1.99702,0.999239
678,-1.99702,0.99924
679,-1.99703,0.999241
680,-1.99703,0.999241
681,-1.99703,0.999241
682,-1.99703,0.999243
683,-1.99704,0.999243
684,-1.99704,0.999244
685,-1.99704,0.999243
686,-1.99703,0.999242
687,-1.99703,0.999242
688,-1.99703,0.999242
689,-1.99703,0.999241
690,-1.99702,0.999241
691,-1.99702,0.99924
692,-1.99702,0.99924
693,-1.99702,0.999239
694,-1.99702,0.999239
695,-1.99702,0.999239
696,-1.99702,0.99924
697,-1.99702,0.99924
698,-1.99702,0.99924
699,-1.99702,0.99924
700,-1.99702,0.999239
701,-1.99702,0.999239
702,-1.99702,0.999239
703,-1.99702,0.999239
704,-1.99702,0.999238
705,-1.99702,0.999239
706,-1.99702,0.999239
707,-1.99702,0.99924
708,-1.99702,0.99924
709,-1.99702,0.99924
