N,expected_E,expected_M
5907,-1.23474,0.446681
5908,-1.23472,0.446694
5909,-1.23471,0.446704
5910,-1.23471,0.446713
5911,-1.23469,0.446726
5912,-1.23465,0.446749
5913,-1.23464,0.446777
5914,-1.23465,0.44682
5915,-1.23467,0.446863
5916,-1.23468,0.446902
5917,-1.23469,0.446943
5918,-1.23471,0.446984
5919,-1.23477,0.447047
5920,-1.23483,0.447115
5921,-1.23488,0.44718
5922,-1.23491,0.447235
5923,-1.23494,0.447289
5924,-1.23499,0.447346
5925,-1.23505,0.44741
5926,-1.2351,0.447473
5927,-1.23516,0.447538
5928,-1.2352,0.447599
5929,-1.23523,0.447656
5930,-1.23527,0.447714
5931,-1.2353,0.44776
5932,-1.23534,0.447815
5933,-1.23536,0.447859
5934,-1.23538,0.447904
5935,-1.23542,0.447955
5936,-1.23545,0.448008
5937,-1.23549,0.448066
5938,-1.23551,0.448125
5939,-1.23558,0.448198
5940,-1.23563,0.44827
5941,-1.23569,0.448339
5942,-1.23574,0.448408
5943,-1.2358,0.448472
5944,-1.23582,0.44853
5945,-1.23585,0.448585
5946,-1.23589,0.448645
5947,-1.23593,0.448709
5948,-1.23596,0.448767
5949,-1.23599,0.448829
5950,-1.23602,0.448886
5951,-1.23606,0.448939
5952,-1.23606,0.448981
5953,-1.23608,0.44902
5954,-1.2361,0.449063
5955,-1.23612,0.449114
5956,-1.23617,0.449172
5957,-1.23622,0.449236
5958,-1.23628,0.449303
5959,-1.23634,0.449367
5960,-1.23639,0.449431
5961,-1.23645,0.449496
5962,-1.23648,0.449553
5963,-1.23652,0.449611
5964,-1.23657,0.449668
5965,-1.23662,0.449731
5966,-1.23667,0.449796
5967,-1.23673,0.449868
5968,-1.23679,0.449934
5969,-1.23682,0.449978
5970,-1.23682,0.450016
5971,-1.23682,0.450044
5972,-1.23682,0.450068
5973,-1.23681,0.450076
5974,-1.2368,0.45008
5975,-1.2368,0.450101
5976,-1.23681,0.450126
5977,-1.2368,0.450148
5978,-1.23679,0.450181
5979,-1.23679,0.450217
5980,-1.23677,0.450244
5981,-1.23677,0.450257
5982,-1.23677,0.45027
5983,-1.23676,0.450271
5984,-1.23674,0.450268
5985,-1.23673,0.450262
5986,-1.2367,0.45025
5987,-1.23667,0.450236
5988,-1.23666,0.450219
5989,-1.23667,0.450212
5990,-1.23668,0.450207
5991,-1.23669,0.450194
5992,-1.23669,0.450183
5993,-1.23668,0.450177
5994,-1.2367,0.450166
5995,-1.2367,0.450157
5996,-1.23669,0.45015
5997,-1.23668,0.450145
5998,-1.23666,0.450149
5999,-1.23664,0.450155
6000,-1.2366,0.450155
